Caption	CommandLine	CreationClassName	CreationDate	CSCreationClassName	CSName	Description	ExecutablePath	ExecutionState	Handle	HandleCount	InstallDate	KernelModeTime	MaximumWorkingSetSize	MinimumWorkingSetSize	Name	OSCreationClassName	OSName	OtherOperationCount	OtherTransferCount	PageFaults	PageFileUsage	ParentProcessId	PeakPageFileUsage	PeakVirtualSize	PeakWorkingSetSize	Priority	PrivatePageCount	ProcessId	QuotaNonPagedPoolUsage	QuotaPagedPoolUsage	QuotaPeakNonPagedPoolUsage	QuotaPeakPagedPoolUsage	ReadOperationCount	ReadTransferCount	SessionId	Status	TerminationDate	ThreadCount	UserModeTime	VirtualSize	WindowsVersion	WorkingSetSize	WriteOperationCount	WriteTransferCount																																				
EasyMail.UwpApp.exe	C:\Program Files\WindowsApps\61545TimGrabinat.wAPPerforGmail_3.2.2.0_x64__rcb0qdgx4z9ca\EasyMail.UwpApp.exe	#NAME?	Win32_Process	20201030130345.736195-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	EasyMail.UwpApp.exe	C:\Program	Files\WindowsApps\61545TimGrabinat.wAPPerforGmail_3.2.2.0_x64__rcb0qdgx4z9ca\EasyMail.UwpApp.exe	19956	1005	15937500	1380	200	EasyMail.UwpApp.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	3705	109939	161460	23888	1152	24180	5171949568	60736	8	24461312	19956	46	642	49	646	35	30028	1	11	8437500	5162000384	10.0.19041	4415488	26	29362																																			
svchost.exe	Win32_Process	20201030130346.302591-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	svchost.exe	20304	129	781250	svchost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	3062	264282	3998	1572	1012	1892	2.2034E+12	6976	8	1609728	20304	9	75	14	79	9	15	0	4	468750	2.20339E+12	10.0.19041	5681152	0	0																																									
RuntimeBroker.exe	C:\Windows\System32\RuntimeBroker.exe	#NAME?	Win32_Process	20201030130348.130477-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	RuntimeBroker.exe	C:\Windows\System32\RuntimeBroker.exe	20248	122	2031250	1380	200	RuntimeBroker.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	578	27898	6046	1644	1152	1944	2.20341E+12	7884	8	1683456	20248	8	103	9	103	0	0	1	2	2812500	2.20341E+12	10.0.19041	6885376	0	0																																				
msedge.exe	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	#NAME?	microsoft-edge:https://www.bing.com/search?q=maipo+volcano&filters=IsConversation:%22True%22+BTWLKey:%22MaipoArgentina%22+BTWLType:%22Trivia%22&FORM=EMSDS0	Win32_Process	20201030130357.392839-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	msedge.exe	C:\Program	Files	(x86)\Microsoft\Edge\Application\msedge.exe	12428	1510	418437500	1380	200	msedge.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	274126	12302690	138952	38748	5796	42036	2.20441E+12	121172	8	39677952	12428	58	961	74	1007	174321	123536288	1	32	597187500	2.20423E+12	10.0.19041	108339200	174060	78676937																																	
msedge.exe	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	#NAME?	#NAME?	/prefetch:7	#NAME?	#NAME?	#NAME?	#NAME?	--annotation=channel=	--annotation=chromium-version=86.0.4240.111	--annotation=exe=C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	#NAME?	#NAME?	--annotation=ver=86.0.622.58	"--initial-client-data=0x114,0x118,0x11c,0xf0,0x120,0x7ffa128933c8,0x7ffa128933d8,0x7ffa128933e8"	Win32_Process	20201030130357.477312-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	msedge.exe	C:\Program	Files	(x86)\Microsoft\Edge\Application\msedge.exe	9580	185	2187500	1380	200	msedge.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	1625	10712	3652	1772	12428	1844	2.2035E+12	8216	8	1814528	9580	10	115	10	116	148	9740	1	7	1093750	2.20347E+12	10.0.19041	6860800	142	1704																					
msedge.exe	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	#NAME?	"--field-trial-handle=1936,3089587687338045903,17150502394413301947,131072"	--gpu-preferences=MAAAAAAAAADgAAAwAAAAAAAAAAAAAAAAAABgAAAAAAAQAAAAAAAAAAAAAAAAAAAAKAAAAAQAAAAgAAAAAAAAACgAAAAAAAAAMAAAAAAAAAA4AAAAAAAAABAAAAAAAAAAAAAAAAUAAAAQAAAAAAAAAAAAAAAGAAAAEAAAAAAAAAABAAAABQAAABAAAAAAAAAAAQAAAAYAAAA=	#NAME?	/prefetch:2	Win32_Process	20201030130358.094658-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	msedge.exe	C:\Program	Files	(x86)\Microsoft\Edge\Application\msedge.exe	20652	793	16406250	1380	200	msedge.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	1752	96912	217513	119176	12428	166808	2.20416E+12	163668	10	122036224	20652	32	940	34	977	10217	13620632	1	12	49218750	2.20412E+12	10.0.19041	51617792	9386	4746664																														
msedge.exe	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	#NAME?	#NAME?	"--field-trial-handle=1936,3089587687338045903,17150502394413301947,131072"	#NAME?	#NAME?	#NAME?	/prefetch:8	Win32_Process	20201030130358.101541-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	msedge.exe	C:\Program	Files	(x86)\Microsoft\Edge\Application\msedge.exe	20636	424	65156250	1380	200	msedge.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	64928	3332289	73009	12332	12428	18888	2.20389E+12	43216	8	12627968	20636	20	549	199	588	49424	17451060	1	12	108750000	2.20376E+12	10.0.19041	31973376	69753	32483101																												
msedge.exe	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	#NAME?	"--field-trial-handle=1936,3089587687338045903,17150502394413301947,131072"	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	/prefetch:1	Win32_Process	20201030130358.403949-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	msedge.exe	C:\Program	Files	(x86)\Microsoft\Edge\Application\msedge.exe	4864	402	27500000	1380	200	msedge.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	492	29336	172727	55776	12428	89092	2.21224E+12	126536	4	57114624	4864	23	498	36	580	8167	2234814	1	16	159531250	2.20814E+12	10.0.19041	64946176	10122	5219012																								
msedge.exe	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	#NAME?	#NAME?	"--field-trial-handle=1936,3089587687338045903,17150502394413301947,131072"	#NAME?	#NAME?	#NAME?	/prefetch:8	Win32_Process	20201030130400.688099-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	msedge.exe	C:\Program	Files	(x86)\Microsoft\Edge\Application\msedge.exe	21444	306	37812500	1380	200	msedge.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	846	54838	54047	6568	12428	7048	2.20373E+12	22276	8	6725632	21444	18	524	21	526	6230	745238	1	7	25000000	2.20368E+12	10.0.19041	19410944	6664	1810868																												
msedge.exe	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	#NAME?	"--field-trial-handle=1936,3089587687338045903,17150502394413301947,131072"	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	/prefetch:1	Win32_Process	20201030130416.503789-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	msedge.exe	C:\Program	Files	(x86)\Microsoft\Edge\Application\msedge.exe	10468	408	27812500	1380	200	msedge.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	492	29754	198514	60380	12428	89392	2.21225E+12	124860	4	61829120	10468	24	506	35	573	10641	2742886	1	16	189375000	2.20815E+12	10.0.19041	65363968	11941	12367020																								
msedge.exe	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	#NAME?	"--field-trial-handle=1936,3089587687338045903,17150502394413301947,131072"	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	/prefetch:1	Win32_Process	20201030130416.507944-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	msedge.exe	C:\Program	Files	(x86)\Microsoft\Edge\Application\msedge.exe	7224	326	40625000	1380	200	msedge.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	487	29812	277826	58824	12428	135436	2.22536E+12	166812	4	60235776	7224	24	481	38	569	91588	15365538	1	16	164531250	2.21247E+12	10.0.19041	56016896	93263	40102632																							
IGCC.exe	C:\Program Files\WindowsApps\AppUp.IntelGraphicsExperience_1.100.2765.0_x64__8j3eq9eme6ctt\IGCC.exe	#NAME?	Win32_Process	20201030133335.490820-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	IGCC.exe	C:\Program	Files\WindowsApps\AppUp.IntelGraphicsExperience_1.100.2765.0_x64__8j3eq9eme6ctt\IGCC.exe	7128	756	18125000	1380	200	IGCC.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	10018	765906	204123	21196	1152	21328	5151412224	56052	8	21704704	7128	39	605	42	615	22	79851	1	11	12812500	5144432640	10.0.19041	11890688	210	17054																																			
firefox.exe	C:\Program Files\Mozilla Firefox\firefox.exe	#NAME?	#NAME?	#NAME?	7	#NAME?	#NAME?	8132	#NAME?	8360	#NAME?	11816	#NAME?	237649	#NAME?	2.0201E+13	#NAME?	C:\Program Files\Mozilla Firefox\browser	-	2280	\\.\pipe\gecko-crash-server-pipe.2280	9044	tab	Win32_Process	20201030134015.715272-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	firefox.exe	C:\Program	Files\Mozilla	Firefox\firefox.exe	17232	1501	3385781250	1380	200	firefox.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	915988	29249104	18158884	1210064	2280	1445056	2.20824E+12	1216972	4	1239105536	17232	289	1663	310	1862	1981231	823698135	1	50	29311406250	2.20807E+12	10.0.19041	1110388736	1933452	1543103215													
firefox.exe	C:\Program Files\Mozilla Firefox\firefox.exe	#NAME?	#NAME?	#NAME?	8	#NAME?	#NAME?	7368	#NAME?	7628	#NAME?	11843	#NAME?	237649	#NAME?	2.0201E+13	#NAME?	C:\Program Files\Mozilla Firefox\browser	-	2280	\\.\pipe\gecko-crash-server-pipe.2280	7900	tab	Win32_Process	20201030162549.456129-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	firefox.exe	C:\Program	Files\Mozilla	Firefox\firefox.exe	21840	1454	1945156250	1380	200	firefox.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	93318	3062632	10613598	558692	2280	784792	2.2074E+12	770808	8	572100608	21840	190	1639	206	1782	2005592	672399631	1	42	20560625000	2.20725E+12	10.0.19041	469651456	1270430	1861861836													
firefox.exe	C:\Program Files\Mozilla Firefox\firefox.exe	#NAME?	#NAME?	#NAME?	9	#NAME?	#NAME?	6784	#NAME?	6836	#NAME?	11880	#NAME?	237649	#NAME?	2.0201E+13	#NAME?	C:\Program Files\Mozilla Firefox\browser	-	2280	\\.\pipe\gecko-crash-server-pipe.2280	6720	tab	Win32_Process	20201030162604.183625-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	firefox.exe	C:\Program	Files\Mozilla	Firefox\firefox.exe	20440	1510	5144062500	1380	200	firefox.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	2102632	67595798	32013345	939960	2280	1368812	2.20803E+12	1357240	4	962519040	20440	261	1597	4055	1698	2894831	1527733800	1	40	50394062500	2.20781E+12	10.0.19041	746172416	1560158	2805208527													
firefox.exe	C:\Program Files\Mozilla Firefox\firefox.exe	#NAME?	#NAME?	#NAME?	10	#NAME?	#NAME?	6452	#NAME?	6480	#NAME?	11880	#NAME?	237649	#NAME?	2.0201E+13	#NAME?	C:\Program Files\Mozilla Firefox\browser	-	2280	\\.\pipe\gecko-crash-server-pipe.2280	7036	tab	Win32_Process	20201030162611.195883-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	firefox.exe	C:\Program	Files\Mozilla	Firefox\firefox.exe	19840	1460	3360781250	1380	200	firefox.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	266072	8543132	26713080	620744	2280	2453028	2.20927E+12	2316860	4	635641856	19840	229	1633	394	1778	2409510	1644544099	1	42	32999531250	2.20765E+12	10.0.19041	302350336	1542788	1822528250													
firefox.exe	C:\Program Files\Mozilla Firefox\firefox.exe	#NAME?	#NAME?	#NAME?	2.0201E+13	#NAME?	10412	#NAME?	7656	#NAME?	11880	#NAME?	237649	#NAME?	C:\Program Files\Mozilla Firefox\browser	-	2280	\\.\pipe\gecko-crash-server-pipe.2280	11124	rdd	Win32_Process	20201030162641.432682-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	firefox.exe	C:\Program	Files\Mozilla	Firefox\firefox.exe	2564	226	10781250	1380	200	firefox.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	515	9618	8273	19808	2280	21848	2.20357E+12	18044	8	20283392	2564	15	391	17	392	19772	1151686	1	5	40000000	2.20356E+12	10.0.19041	16146432	18749	1085892																
firefox.exe	C:\Program Files\Mozilla Firefox\firefox.exe	#NAME?	#NAME?	#NAME?	11	#NAME?	#NAME?	7880	#NAME?	6912	#NAME?	11791	#NAME?	237649	#NAME?	2.0201E+13	#NAME?	C:\Program Files\Mozilla Firefox\browser	-	2280	\\.\pipe\gecko-crash-server-pipe.2280	7484	tab	Win32_Process	20201030164908.244502-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	firefox.exe	C:\Program	Files\Mozilla	Firefox\firefox.exe	2880	1469	2802187500	1380	200	firefox.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	811781	25916096	15563732	976252	2280	1594464	2.20828E+12	1473836	4	999682048	2880	266	1638	306	1848	1867687	900317369	1	41	28300000000	2.20788E+12	10.0.19041	754393088	1132268	1049296768													
firefox.exe	C:\Program Files\Mozilla Firefox\firefox.exe	#NAME?	#NAME?	#NAME?	12	#NAME?	#NAME?	11136	#NAME?	7884	#NAME?	11843	#NAME?	237649	#NAME?	2.0201E+13	#NAME?	C:\Program Files\Mozilla Firefox\browser	-	2280	\\.\pipe\gecko-crash-server-pipe.2280	6544	tab	Win32_Process	20201030164927.981000-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	firefox.exe	C:\Program	Files\Mozilla	Firefox\firefox.exe	23544	992	2481718750	1380	200	firefox.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	158229	5034480	18313846	984304	2280	1113024	2.20767E+12	970636	4	1007927296	23544	195	1487	228	1586	1827429	667236899	1	44	23955781250	2.20755E+12	10.0.19041	876138496	1583950	1851479890													
audiodg.exe	Win32_Process	20201031082915.624953-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	audiodg.exe	26428	669	13812343750	audiodg.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	8783796	308675816	160502	90836	3652	162784	2.2036E+12	170200	8	93016064	26428	29	161	46	167	1216	3685979	0	10	65542031250	2.20353E+12	10.0.19041	99397632	0	0																																									
RuntimeBroker.exe	C:\Windows\System32\RuntimeBroker.exe	#NAME?	Win32_Process	20201031083649.982353-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	RuntimeBroker.exe	C:\Windows\System32\RuntimeBroker.exe	7668	242	1250000	1380	200	RuntimeBroker.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	809	9720	7094	2820	1152	3656	2.20347E+12	19628	8	2887680	7668	12	192	14	223	11	37430	1	3	1562500	2.20345E+12	10.0.19041	15208448	4	13276																																				
notepad++.exe	C:\Program Files\Notepad++\notepad++.exe	D:\GitProjects\UpWorkProjects\Project_GIS_Data\get_gis_data.py	Win32_Process	20201031091317.081290-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	notepad++.exe	C:\Program	Files\Notepad++\notepad++.exe	20296	541	581406250	1380	200	notepad++.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	5328	101670	25438	20360	9664	21476	4622782464	44732	8	20848640	20296	32	398	39	491	2214	1868159	1	5	210156250	4566429696	10.0.19041	37208064	14	38230																																			
slack.exe	C:\Users\kiran\AppData\Local\slack\app-4.10.3\slack.exe	#NAME?	Win32_Process	20201031093203.281323-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	slack.exe	C:\Users\kiran\AppData\Local\slack\app-4.10.3\slack.exe	25676	830	221406250	1380	200	slack.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	37564	1367394	225421	43400	21856	65992	2.21218E+12	121160	8	44441600	25676	38	722	48	983	64887	36024366	1	26	2318125000	2.20808E+12	10.0.19041	92114944	82433	133610051																																				
slack.exe	C:\Users\kiran\AppData\Local\slack\app-4.10.3\slack.exe	#NAME?	"--field-trial-handle=1684,10090093584575017721,10878938221231296567,131072"	#NAME?	#NAME?	--gpu-preferences=MAAAAAAAAADgAAAwAAAAAAAAAAAAAAAAAABgAAAAAAAQAAAAAAAAAAAAAAAAAAAAKAAAAAQAAAAgAAAAAAAAACgAAAAAAAAAMAAAAAAAAAA4AAAAAAAAABAAAAAAAAAAAAAAAAUAAAAQAAAAAAAAAAAAAAAGAAAAEAAAAAAAAAABAAAABQAAABAAAAAAAAAAAQAAAAYAAAA=	#NAME?	/prefetch:2	Win32_Process	20201031093204.208727-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	slack.exe	C:\Users\kiran\AppData\Local\slack\app-4.10.3\slack.exe	24768	840	84218750	1380	200	slack.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	1753	96088	465975	98592	25676	165148	2.20404E+12	178472	10	100958208	24768	26	860	29	897	40874	91084040	1	11	362500000	2.20399E+12	10.0.19041	93409280	38323	10361011																														
slack.exe	C:\Users\kiran\AppData\Local\slack\app-4.10.3\slack.exe	#NAME?	#NAME?	"--field-trial-handle=1684,10090093584575017721,10878938221231296567,131072"	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	/prefetch:8	Win32_Process	20201031093204.417389-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	slack.exe	C:\Users\kiran\AppData\Local\slack\app-4.10.3\slack.exe	23136	411	57031250	1380	200	slack.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	48508	1299049	62561	20524	25676	62464	2.20372E+12	90464	8	21016576	23136	20	458	2705	594	32772	7933691	1	9	77031250	2.20365E+12	10.0.19041	40165376	53332	51841480																						
slack.exe	C:\Users\kiran\AppData\Local\slack\app-4.10.3\slack.exe	#NAME?	#NAME?	/prefetch:7	#NAME?	#NAME?	#NAME?	#NAME?	--url=https://slack.com/apps/breakpad?instanceUid=cc6cfcd6-4f8d-5936-9670-d1f2113e09fe&version=4.10.3&channel=prod	#NAME?	#NAME?	--annotation=_version=4.10.3	#NAME?	--annotation=ver=10.1.2	"--initial-client-data=0xa18,0xa14,0xa44,0x848,0xa4c,0x7ff7b16a8c70,0x7ff7b16a8c80,0x7ff7b16a8c90"	Win32_Process	20201031093206.256218-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	slack.exe	C:\Users\kiran\AppData\Local\slack\app-4.10.3\slack.exe	1788	180	1875000	1380	200	slack.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	1187	9494	10335	9688	25676	9792	2.20357E+12	34848	8	9920512	1788	12	415	13	416	7	220	1	7	468750	2.20357E+12	10.0.19041	29151232	6	100																							
slack.exe	C:\Users\kiran\AppData\Local\slack\app-4.10.3\slack.exe	#NAME?	#NAME?	#NAME?	"--field-trial-handle=1684,10090093584575017721,10878938221231296567,131072"	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	--background-color=#FFFFFF	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	/prefetch:1	#NAME?	Win32_Process	20201031093206.410640-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	slack.exe	C:\Users\kiran\AppData\Local\slack\app-4.10.3\slack.exe	24380	367	124531250	1380	200	slack.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	444	21838	788502	135840	25676	204928	2.2167E+12	251552	4	139100160	24380	31	459	50	576	94418	27151188	1	15	2021406250	2.20809E+12	10.0.19041	170147840	101543	113935552					
firefox.exe	C:\Program Files\Mozilla Firefox\firefox.exe	#NAME?	#NAME?	#NAME?	13	#NAME?	#NAME?	11608	#NAME?	5628	#NAME?	12258	#NAME?	237649	#NAME?	2.0201E+13	#NAME?	C:\Program Files\Mozilla Firefox\browser	-	2280	\\.\pipe\gecko-crash-server-pipe.2280	13300	tab	Win32_Process	20201031093313.444153-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	firefox.exe	C:\Program	Files\Mozilla	Firefox\firefox.exe	21664	1542	3122812500	1380	200	firefox.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	334007	10659810	20677231	1642720	2280	1720092	2.20838E+12	1695864	8	1682145280	21664	308	1681	318	2040	2883358	1408648622	1	57	25327343750	2.20831E+12	10.0.19041	1652887552	2304007	2072046557													
cmd.exe	C:\WINDOWS\system32\cmd.exe	Win32_Process	20201031100559.210492-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	cmd.exe	C:\WINDOWS\system32\cmd.exe	25160	74	468750	1380	200	cmd.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	162	2488	1752	2336	9664	5428	2.20338E+12	4684	8	2392064	25160	6	42	6	51	1	3012	1	1	156250	2.20338E+12	10.0.19041	4042752	0	0																																					
conhost.exe	\??\C:\WINDOWS\system32\conhost.exe	0x4	Win32_Process	20201031100559.249677-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	conhost.exe	C:\WINDOWS\system32\conhost.exe	25404	314	249218750	1380	200	conhost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	8292	605088	9396	8588	25160	8712	2.20349E+12	22388	8	8794112	25404	17	232	19	242	19	197794	1	4	34062500	2.20349E+12	10.0.19041	15151104	0	0																																				
ipython.exe	ipython	Win32_Process	20201031100604.596591-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	ipython.exe	C:\Users\kiran\AppData\Local\Programs\Python\Python38-32\Scripts\ipython.exe	9608	68	0	1380	200	ipython.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	28	790	1381	700	25160	840	20488192	4312	8	716800	9608	6	35	7	35	4	3130	1	1	156250	17866752	10.0.19041	3973120	0	0																																					
python.exe	c:\users\kiran\appdata\local\programs\python\python38-32\python.exe	C:\Users\kiran\AppData\Local\Programs\Python\Python38-32\Scripts\ipython.exe	Win32_Process	20201031100604.620638-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	python.exe	c:\users\kiran\appdata\local\programs\python\python38-32\python.exe	23472	226	51093750	1380	200	python.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	43445	2103344	26253	44468	9608	44632	157061120	57444	8	45535232	23472	41	160	42	179	1618	11177473	1	7	322500000	146407424	10.0.19041	14508032	434	855847																																				
svchost.exe	C:\WINDOWS\system32\svchost.exe	#NAME?	PrintWorkflow	#NAME?	PrintWorkflowUserSvc	Win32_Process	20201031105947.113706-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	svchost.exe	C:\WINDOWS\system32\svchost.exe	20104	131	156250	1380	200	svchost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	67	4660	2992	1584	1012	1800	2.20341E+12	7356	8	1622016	20104	8	102	10	103	0	0	1	2	156250	2.20341E+12	10.0.19041	6483968	0	0																																	
